Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Drawn to Life,2007,Action,THQ,0.71,0.01,0.0,0.06,0.78,73.0,34.0,8.2,30.0,5TH Cell,E
Drawn To Life: SpongeBob SquarePants Edition,2008,Adventure,THQ,0.99,0.35,0.0,0.13,1.48,68.0,12.0,5.5,4.0,Altron,E
New Game,2019,Random Genre,Random Publisher,0.3698358090353233,,1.0339444547816137,1.6258305758071274,,,59.0,,,Random Developer,Random Rating
Drawn to Life: The Next Chapter,2009,Puzzle,THQ,0.28,0.39,0.0,0.08,0.75,58.0,22.0,6.0,8.0,Planet Moon Studios,E
New Game,1996,Random Genre,Random Publisher,1.8222702872957657,,0.2335766155356544,,,59.0,78.0,,,Random Developer,Random Rating
New Game,2023,Random Genre,Random Publisher,0.1579069887377497,,,,,,86.0,,558.0,Random Developer,Random Rating
Drawn to Life: The Next Chapter,2009,Puzzle,THQ,0.44,0.14,0.0,0.06,0.64,72.0,21.0,7.7,22.0,5TH Cell,E
Dreamcast Collection,2011,Misc,Sega,0.16,0.06,0.0,0.02,0.24,53.0,31.0,5.2,10.0,Sega,T
Dreamfall: The Longest Journey,2006,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,42.0,8.8,24.0,Funcom,M
Dream Pinball 3D,2008,Misc,SouthPeak Games,0.1,0.02,0.0,0.01,0.14,54.0,8.0,7.6,7.0,TopWare Interactive,E10+
Driv3r,2004,Racing,Atari,0.6,0.47,0.0,0.16,1.23,57.0,51.0,5.5,102.0,Reflections Interactive,M
New Game,2011,Random Genre,Random Publisher,1.888901273395364,,,,,,36.0,0.8436084896819247,,Random Developer,Random Rating
Driv3r,2004,Racing,Atari,0.36,0.38,0.0,0.03,0.76,56.0,57.0,4.7,69.0,Reflections Interactive,M
DriveClub,2014,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31,2.07,71.0,85.0,6.1,1571.0,Evolution Studios,E
DriveClub VR,2016,Racing,Sony Computer Entertainment,0.03,0.05,0.0,0.01,0.09,67.0,34.0,7.4,110.0,Evolution Studios,E
Driven,2001,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,38.0,10.0,3.4,5.0,Bam Entertainment,T
New Game,2001,Random Genre,Random Publisher,1.3749045025287816,1.8214769316219364,,0.8409231405900839,0.4561472557625665,84.0,,,,Random Developer,Random Rating
New Game,1997,Random Genre,Random Publisher,0.1299012780269972,1.8210021595321413,,1.8993590522747028,0.3692813067449012,,21.0,,,Random Developer,Random Rating
Driver,1999,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,87.0,22.0,8.1,78.0,Reflections Interactive,T
New Game,2008,Random Genre,Random Publisher,1.733414170926043,1.558906900226927,1.4275140164432902,,1.896282039464364,57.0,,,,Random Developer,Random Rating
New Game,2018,Random Genre,Random Publisher,0.1084077750247498,1.0051558516263033,,1.4295352876046254,0.680070702160132,81.0,,0.12498165412624,,Random Developer,Random Rating
New Game,2011,Random Genre,Random Publisher,0.446734010735712,1.6917061710442052,0.0985017741833567,,,62.0,58.0,,,Random Developer,Random Rating
Driver: Parallel Lines,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28,69.0,41.0,6.9,74.0,Reflections Interactive,M
New Game,1994,Random Genre,Random Publisher,,0.0440776756858103,,1.784872503397989,1.9395493246310216,,,,,Random Developer,Random Rating
New Game,2023,Random Genre,Random Publisher,1.01655713723625,0.9291829845351932,,0.5152712259457033,,12.0,,0.7895029309452068,,Random Developer,Random Rating
Driver: Parallel Lines,2006,Racing,Atari,0.05,0.01,0.0,0.0,0.07,69.0,31.0,4.6,17.0,Reflections Interactive,M
Driver: Parallel Lines,2007,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03,59.0,9.0,6.0,20.0,Reflections Interactive,M
Driver: Renegade,2011,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.09,48.0,13.0,5.0,20.0,Ubisoft,M
New Game,2001,Random Genre,Random Publisher,1.1674671370053322,1.2921197265483484,0.3351542674445145,,0.8141285394767765,33.0,26.0,,604.0,Random Developer,Random Rating
Driver: San Francisco,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.0,53.0,7.7,114.0,Ubisoft Reflections,T
New Game,2011,Random Genre,Random Publisher,,1.720526959641295,,0.5354617447783856,,,,0.4016254604775575,,Random Developer,Random Rating
Driver: San Francisco,2011,Racing,Ubisoft,0.25,0.37,0.0,0.07,0.7,80.0,63.0,7.6,130.0,Ubisoft Reflections,T
Driver: San Francisco,2011,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,80.0,11.0,7.0,332.0,Ubisoft Reflections,T
New Game,2000,Random Genre,Random Publisher,,,0.7115536161717315,,,,,0.5951722653728095,917.0,Random Developer,Random Rating
Driver: San Francisco,2011,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.16,64.0,7.0,6.2,10.0,Ubisoft Reflections,T
Driver '76,2007,Racing,Ubisoft,0.03,0.14,0.0,0.07,0.24,57.0,28.0,7.9,18.0,Sumo Digital,M
Driver 2,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0,Reflections Interactive,T
New Game,1992,Random Genre,Random Publisher,,1.518551400790111,,1.388732578187169,0.082771927956889,,88.0,1.7596995338283823,,Random Developer,Random Rating
New Game,2022,Random Genre,Random Publisher,1.89447482715696,,0.5270327602903162,0.9928745062069512,,,,1.595462034541569,,Random Developer,Random Rating
Driver 2 Advance,2002,Action,Atari,0.25,0.09,0.0,0.01,0.34,73.0,9.0,6.6,14.0,Sennari Interactive,T
Drome Racers,2003,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,54.0,5.0,6.6,5.0,Attention To Detail,E
Drone Tactics,2007,Strategy,Success,0.01,0.0,0.0,0.0,0.02,74.0,12.0,7.4,7.0,Success,E10+
Dropship: United Peace Force,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,78.0,17.0,8.6,10.0,SCEE,T
DuckTales: Remastered,2013,Action,Capcom,0.06,0.0,0.0,0.01,0.06,76.0,10.0,7.9,100.0,WayForward,E
DuckTales: Remastered,2013,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,31.0,7.4,135.0,WayForward,E
DuckTales: Remastered,2013,Action,Capcom,0.0,0.01,0.0,0.0,0.02,66.0,6.0,7.6,152.0,WayForward,E
Duel Masters,2004,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,66.0,20.0,8.3,6.0,High Voltage Software,E
Duel Masters: Sempai Legends,2003,Misc,Atari,0.21,0.08,0.0,0.01,0.29,69.0,19.0,8.0,5.0,Mistic Software,E
New Game,2017,Random Genre,Random Publisher,1.860934809887551,,,1.7515487179067706,,3.0,80.0,,,Random Developer,Random Rating
Duke Nukem: Land of the Babes,2000,Shooter,Atari,0.04,0.03,0.0,0.0,0.08,37.0,7.0,6.8,20.0,n-Space,M
Duke Nukem 3D: 20th Anniversary World Tour,2016,Shooter,Gearbox Software,0.03,0.0,0.0,0.01,0.03,77.0,15.0,6.9,15.0,Gearbox Software,M
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.83,49.0,76.0,4.4,456.0,"Gearbox Software, 3D Realms",M
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.76,51.0,48.0,4.9,278.0,"Gearbox Software, 3D Realms",M
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,54.0,48.0,5.7,1183.0,"Gearbox Software, 3D Realms",M
Dungeon Defenders,2011,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,81.0,26.0,7.3,399.0,Trendy Entertainment,E10+
Dungeon Explorer: Warriors of Ancient Arts,2007,Role-Playing,Rising Star Games,0.01,0.0,0.0,0.0,0.01,56.0,13.0,5.5,4.0,Hudson Soft,T
Dungeon Hunter Alliance,d,Action,Ubisoft,0.07,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,Ubisoft,T
Dungeon Maker: Hunting Ground,2006,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,70.0,18.0,6.4,8.0,Global A,E10+
Dungeons,2011,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,65.0,35.0,4.6,106.0,Realmforge Studios,M
Dungeons 2,2016,Role-Playing,Kalypso Media,0.01,0.0,0.0,0.0,0.01,61.0,9.0,7.9,14.0,Kalypso,T
New Game,2001,Random Genre,Random Publisher,,1.4090982654569488,,0.8729232830121028,0.1518726764524969,64.0,,0.1811654246819032,,Random Developer,Random Rating
Dungeon Siege: Throne of Agony,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16,74.0,32.0,8.1,21.0,SuperVillain Studios,T
Dungeon Siege II,2005,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,80.0,51.0,7.9,159.0,Gas Powered Games,M
Dungeon Siege III,2011,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71.0,52.0,6.3,86.0,Obsidian Entertainment,T
Dungeon Siege III,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72.0,55.0,5.9,102.0,Obsidian Entertainment,T
New Game,1994,Random Genre,Random Publisher,0.7088637895211414,0.6011736561493224,0.7065072891823436,0.844806283573154,0.3585676118984919,,90.0,1.894244596468026,404.0,Random Developer,Random Rating
Dungeon Siege III,2011,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17,72.0,37.0,4.7,399.0,Obsidian Entertainment,T
Dungeons - The Dark Lord,2011,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,72.0,6.0,5.6,16.0,Kalypso,M
Dying Light,2015,Action,Warner Bros. Interactive Entertainment,0.96,0.67,0.12,0.34,2.09,74.0,58.0,7.9,1287.0,Techland,M
Dying Light,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.3,0.01,0.12,1.29,74.0,26.0,7.8,387.0,Techland,M
New Game,2006,Random Genre,Random Publisher,,1.9627634688350497,0.5573544781145523,1.163857330319694,0.7272649901781627,,84.0,1.3218981049368368,468.0,Random Developer,Random Rating
Dying Light,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,75.0,40.0,7.9,1295.0,Techland,M
Dynasty Tactics,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79.0,14.0,8.1,31.0,Koei,T
Dynasty Tactics 2,2003,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,78.0,18.0,9.1,13.0,Koei,T
New Game,2013,Random Genre,Random Publisher,1.986157672247201,,1.9081328619439524,0.834699443224072,1.9700573136220545,,94.0,,402.0,Random Developer,Random Rating
New Game,1992,Random Genre,Random Publisher,0.9265943753604956,1.5072950209039244,1.6551885132900368,1.9283389808032336,0.7682143899497484,,,,936.0,Random Developer,Random Rating
Dynasty Warriors,2004,Action,Tecmo Koei,0.18,0.0,0.3,0.02,0.51,62.0,26.0,7.3,24.0,Koei,T
New Game,2001,Random Genre,Random Publisher,1.4545677346843795,0.0969727247172822,,0.769274586922833,1.2147649424127809,,5.0,,,Random Developer,Random Rating
Dynasty Warriors: Gundam 2,2008,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,54.0,22.0,7.0,28.0,Omega Force,T
New Game,2020,Random Genre,Random Publisher,,,1.6326120951229672,,,,,,,Random Developer,Random Rating
Dynasty Warriors: Gundam 2,2008,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52.0,8.0,6.5,8.0,Omega Force,T
New Game,2006,Random Genre,Random Publisher,,,1.3140430386145758,1.3950078263749046,1.93238042228672,,23.0,0.9864491109694138,,Random Developer,Random Rating
Dynasty Warriors: Gundam 2,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49.0,30.0,7.0,18.0,Omega Force,T
New Game,2009,Random Genre,Random Publisher,,0.9243507890535468,1.1440250026718075,0.0783909306033365,0.3692236805770434,92.0,,,,Random Developer,Random Rating
Dynasty Warriors: Gundam 3,2010,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,58.0,18.0,7.5,20.0,"Omega Force, Koei Tecmo Games",T
New Game,2011,Random Genre,Random Publisher,0.2245889018269462,,1.64504249475401,,,86.0,,,,Random Developer,Random Rating
New Game,1998,Random Genre,Random Publisher,0.6698988752838384,,0.6934323776032143,1.4048443766376968,,39.0,,,468.0,Random Developer,Random Rating
New Game,2007,Random Genre,Random Publisher,,,1.661894558933417,1.516503137695066,0.4147919087041911,78.0,30.0,,686.0,Random Developer,Random Rating
Dynasty Warriors: Gundam 3,2010,Action,Tecmo Koei,0.11,0.03,0.02,0.01,0.18,65.0,27.0,7.8,20.0,Koei Tecmo Games,T
Dynasty Warriors: Gundam Reborn,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,64.0,35.0,7.5,25.0,Omega Force,T
Dynasty Warriors: Strikeforce,2009,Action,Ubisoft Annecy,0.03,0.02,0.38,0.02,0.45,65.0,28.0,6.8,10.0,Omega Force,T
Dynasty Warriors: Strikeforce,2009,Action,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64.0,27.0,7.3,15.0,Omega Force,T
Dynasty Warriors: Strikeforce,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59.0,18.0,5.7,12.0,Omega Force,T
Dynasty Warriors 2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.83,75.0,17.0,8.8,24.0,Omega Force,T
Dynasty Warriors 3,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,78.0,17.0,9.1,90.0,Omega Force,T
Dynasty Warriors 3,2002,Action,THQ,0.06,0.02,0.0,0.0,0.08,70.0,11.0,8.9,20.0,Omega Force,T
Dynasty Warriors 3: Xtreme Legends,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,72.0,16.0,9.3,54.0,Omega Force,T
Dynasty Warriors 4,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11,78.0,24.0,9.3,201.0,Omega Force,T
New Game,2016,Random Genre,Random Publisher,0.5963845703501287,,,,1.3221352626426526,,18.0,1.661943525410252,105.0,Random Developer,Random Rating
Dynasty Warriors 4,2003,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16,75.0,18.0,8.8,18.0,Omega Force,T
New Game,2005,Random Genre,Random Publisher,,1.9119923824403349,1.228544066982002,,0.5100908340368555,11.0,28.0,1.9088396926668765,341.0,Random Developer,Random Rating
Dynasty Warriors 4: Xtreme Legends,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,72.0,15.0,9.1,39.0,Omega Force,T
Dynasty Warriors 4 Empires,2004,Action,Tecmo Koei,0.0,0.0,0.32,0.0,0.32,71.0,29.0,8.8,19.0,Omega Force,T
Dynasty Warriors 5,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,69.0,29.0,8.8,68.0,Omega Force,T
Dynasty Warriors 5,2005,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05,66.0,22.0,8.0,4.0,Omega Force,T
Dynasty Warriors 5: Xtreme Legends,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57.0,22.0,9.1,26.0,Omega Force,T
Dynasty Warriors 5 Empires,2006,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,62.0,23.0,9.1,24.0,Omega Force,T
New Game,1991,Random Genre,Random Publisher,,,,1.5215655908167065,0.9738690564523844,,,,732.0,Random Developer,Random Rating
Dynasty Warriors 5 Empires,2006,Action,Tecmo Koei,0.11,0.01,0.0,0.01,0.13,61.0,40.0,8.2,19.0,Omega Force,T
New Game,2010,Random Genre,Random Publisher,,1.7380183753586216,0.7181152990398605,0.9566266334486864,,,,1.997384897687616,,Random Developer,Random Rating
New Game,1993,Random Genre,Random Publisher,1.9918407479773903,1.4492403337244733,,,0.3054610400183031,16.0,91.0,1.378568058500612,,Random Developer,Random Rating
New Game,2014,Random Genre,Random Publisher,0.213326162224142,,,0.5082868773647145,1.083219127788272,89.0,,,504.0,Random Developer,Random Rating
Dynasty Warriors 6,2007,Action,Tecmo Koei,0.18,0.07,0.41,0.04,0.71,59.0,31.0,7.3,49.0,"Koei, Omega Force",T
Dynasty Warriors 6,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,60.0,42.0,7.4,22.0,Omega Force,T
New Game,1997,Random Genre,Random Publisher,1.7765592969288475,,,1.4609508397786597,1.881167763896708,,,,,Random Developer,Random Rating
Dynasty Warriors 6,2008,Action,Tecmo Koei,0.12,0.09,0.0,0.03,0.25,43.0,7.0,5.4,14.0,"Koei, Omega Force",T
Dynasty Warriors 6 Empires,2009,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,62.0,22.0,7.0,26.0,Omega Force,T
Dynasty Warriors 6 Empires,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,59.0,24.0,7.3,28.0,Omega Force,T
Dynasty Warriors 7,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57.0,25.0,7.4,57.0,Omega Force,T
Dynasty Warriors 7,2011,Action,Tecmo Koei,0.16,0.06,0.0,0.02,0.24,58.0,22.0,8.0,46.0,Omega Force,T
New Game,1991,Random Genre,Random Publisher,0.6397148221226159,,1.531970789444537,1.310079128915744,1.010399659994088,,,,,Random Developer,Random Rating
Dynasty Warriors 7: Empires,d,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14,63.0,20.0,8.0,22.0,Omega Force,T
Dynasty Warriors 7: Xtreme Legends,2011,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64.0,11.0,7.8,9.0,Omega Force,T
New Game,2003,Random Genre,Random Publisher,0.6794265150076277,1.9619541176124893,0.7557612764065038,0.1095019168512376,,,,0.5535577697713989,223.0,Random Developer,Random Rating
Dynasty Warriors 8,2013,Action,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,68.0,26.0,8.5,75.0,Omega Force,T
Dynasty Warriors 8,2013,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.15,65.0,21.0,7.5,35.0,Omega Force,T
Dynasty Warriors 8: Empires,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63.0,30.0,7.5,42.0,Omega Force,T
Dynasty Warriors 8: Empires,2014,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,58.0,10.0,6.8,15.0,Koei Tecmo Games,T
Dynasty Warriors 8: Empires,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,70.0,15.0,7.4,9.0,Omega Force,T
Dynasty Warriors 8: Xtreme Legends,2013,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,68.0,4.0,6.8,9.0,Omega Force,T
Dynasty Warriors Gundam,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,60.0,29.0,6.9,16.0,"Koei, Omega Force",T
Dynasty Warriors Gundam,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55.0,34.0,6.8,20.0,"Koei, Omega Force",T
Dynasty Warriors Next,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,67.0,35.0,7.5,73.0,Koei,T
New Game,2008,Random Genre,Random Publisher,0.4972163596435861,0.1284293293825993,,0.5575302377766718,0.617614186736037,,37.0,1.7060049924325085,593.0,Random Developer,Random Rating
New Game,1997,Random Genre,Random Publisher,1.3774505518156968,0.435318575339733,,0.0798807838252118,1.0266322263786816,,,,355.0,Random Developer,Random Rating
New Game,1994,Random Genre,Random Publisher,0.523793027417754,,0.0255509502936219,,1.636773051241519,,53.0,0.1960509561834322,52.0,Random Developer,Random Rating
Dynasty Warriors Vol. 2,2006,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57.0,28.0,8.1,8.0,Omega Force,T
E.T. The Extra-Terrestrial,2001,Action,NewKidCo,0.01,0.0,0.0,0.0,0.01,46.0,4.0,2.4,21.0,Fluid Studios,E
New Game,1997,Random Genre,Random Publisher,1.7995333064133807,1.5519818967400223,,1.858122109877818,0.1708475897215897,,81.0,,,Random Developer,Random Rating
New Game,1997,Random Genre,Random Publisher,,,0.7078439924806419,1.664548859426728,,,,,,Random Developer,Random Rating
New Game,1998,Random Genre,Random Publisher,,,1.3676673122564178,,1.765518231061331,,42.0,0.0994635995438353,873.0,Random Developer,Random Rating
E·O·E: Eve of Extinction,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57.0,28.0,7.2,6.0,Yuke's,T
Eagle Flight,2016,Adventure,Ubisoft,0.01,0.05,0.0,0.01,0.07,72.0,31.0,7.8,22.0,"Ubisoft, FunHouse",E10+
EA Playground,2007,Sports,Electronic Arts,0.68,0.47,0.0,0.13,1.29,66.0,32.0,7.6,30.0,EA Canada,E
New Game,1998,Random Genre,Random Publisher,,1.199006363163101,1.212410754890294,0.5240634291969828,1.015963180618102,82.0,,0.8379461743381158,,Random Developer,Random Rating
New Game,1991,Random Genre,Random Publisher,,,,,,21.0,,0.1954624643809914,,Random Developer,Random Rating
EA Playground,2007,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,60.0,8.0,7.6,13.0,Piranha Games,E
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63.0,28.0,7.0,24.0,Vicious Cycle,T
New Game,2005,Random Genre,Random Publisher,,0.9394517894616184,,,,95.0,,,,Random Developer,Random Rating
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68.0,40.0,8.2,45.0,Vicious Cycle,T
Earth Defense Force 2: Invaders from Planet Space,2014,Action,Xseed Games,0.02,0.0,0.04,0.01,0.07,72.0,20.0,8.5,22.0,Sandlot,T
Earth Defense Force 2017,2006,Action,D3Publisher,0.04,0.0,0.03,0.0,0.08,69.0,55.0,7.7,60.0,Sandlot,T
Earth Defense Force 2017 Portable,d,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,68.0,36.0,7.9,31.0,Sandlot,T
Earth Defense Force 2025,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69.0,28.0,7.5,52.0,Sandlot,M
New Game,2019,Random Genre,Random Publisher,,,,,,88.0,84.0,,839.0,Random Developer,Random Rating
Earth Defense Force 2025,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68.0,25.0,8.1,63.0,Sandlot,M
New Game,1990,Random Genre,Random Publisher,1.2413601965294143,,,,,82.0,,,,Random Developer,Random Rating
New Game,1996,Random Genre,Random Publisher,,,0.7242396051629882,,1.9666381089800788,,,,,Random Developer,Random Rating
Earth Defense Force 4.1: The Shadow of New Despair,2015,Shooter,Xseed Games,0.03,0.02,0.0,0.01,0.06,64.0,40.0,7.9,51.0,Sandlot,M
Earthworm Jim,2001,Platform,Interplay,0.2,0.08,0.0,0.01,0.29,72.0,10.0,5.7,6.0,Game Titan,E
Earthworm Jim 2,2002,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,45.0,10.0,5.7,6.0,Super Empire,E
EA Sports Active,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,EA Canada,E
EA Sports Active 2,2010,Sports,Electronic Arts,0.76,0.39,0.0,0.11,1.26,79.0,8.0,8.1,22.0,EA Canada,E
EA Sports Active 2,2010,Sports,Electronic Arts,0.52,0.27,0.0,0.12,0.91,78.0,20.0,5.4,14.0,EA Canada,E
New Game,1998,Random Genre,Random Publisher,,,,1.6635565276453057,0.6522593942999406,98.0,87.0,1.114545866794327,,Random Developer,Random Rating
EA Sports Active 2,2010,Sports,Electronic Arts,0.18,0.16,0.0,0.04,0.39,68.0,21.0,5.4,9.0,EA Canada,E
EA Sports MMA,2010,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77.0,47.0,6.9,38.0,EA Tiburon,T
EA Sports MMA,2010,Fighting,Electronic Arts,0.23,0.09,0.0,0.02,0.35,79.0,63.0,7.0,55.0,EA Tiburon,T
EA Sports UFC,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70.0,57.0,6.1,279.0,EA Sports,T
New Game,1992,Random Genre,Random Publisher,1.0488435557161238,1.170195599873824,,0.6946877050085267,,66.0,,1.583692775995016,430.0,Random Developer,Random Rating
New Game,2005,Random Genre,Random Publisher,,,0.662784746890954,1.97663698138778,,77.0,,,,Random Developer,Random Rating
EA Sports UFC,2014,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.47,70.0,23.0,6.3,152.0,EA Sports,T
New Game,2014,Random Genre,Random Publisher,,1.8647790174632544,,,,,,0.677891889690101,,Random Developer,Random Rating
New Game,2018,Random Genre,Random Publisher,1.9793224288941464,,0.8446826298087127,,0.3184232610391599,,85.0,,,Random Developer,Random Rating
EA Sports UFC 2,2016,Sports,Electronic Arts,0.29,0.49,0.0,0.15,0.93,79.0,38.0,6.2,157.0,EA Sports,T
New Game,2018,Random Genre,Random Publisher,,0.9981270312203084,1.8960582759095872,,,,,0.0328801486629311,637.0,Random Developer,Random Rating
EA Sports UFC 2,2016,Sports,Electronic Arts,0.24,0.14,0.0,0.04,0.41,76.0,42.0,6.0,77.0,EA Sports,T
East India Company,2009,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,67.0,28.0,5.7,49.0,Nitro Games,T
Eat Lead: The Return of Matt Hazard,2009,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13,51.0,38.0,6.5,21.0,Vicious Cycle,T
Eat Lead: The Return of Matt Hazard,2009,Shooter,D3Publisher,0.1,0.01,0.0,0.01,0.12,53.0,53.0,7.0,27.0,Vicious Cycle,T
New Game,1995,Random Genre,Random Publisher,0.7716514540502857,,,1.5036113654542884,,98.0,,,,Random Developer,Random Rating
Ecco the Dolphin: Defender of the Future,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,71.0,17.0,8.5,11.0,Appaloosa Interactive,E
New Game,1994,Random Genre,Random Publisher,,0.3458314508196909,1.606268372667153,0.0007214491667653,1.8683220061992047,,,1.3622207905989143,57.0,Random Developer,Random Rating
New Game,2021,Random Genre,Random Publisher,1.3225500551794744,1.3950790807214617,,,,,83.0,,876.0,Random Developer,Random Rating
New Game,2008,Random Genre,Random Publisher,1.1573551276007883,0.932096201784214,,,0.1353545733318959,37.0,,,155.0,Random Developer,Random Rating
echochrome,2008,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09,79.0,28.0,7.7,13.0,"SCE/WWS, SCE Japan Studio",E
Echo Night Beyond,2004,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04,60.0,22.0,8.8,8.0,From Software,T
ECW Anarchy Rulz,1999,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,43.0,7.0,6.3,4.0,Acclaim,E
"Ed, Edd n Eddy: The Mis-Edventures",2005,Platform,Midway Games,0.34,0.01,0.0,0.06,0.41,50.0,5.0,7.6,16.0,Artificial Mind and Movement,E
"Ed, Edd n Eddy: The Mis-Edventures",2005,Platform,Midway Games,0.19,0.05,0.0,0.01,0.25,55.0,4.0,7.9,10.0,Artificial Mind and Movement,E
"Ed, Edd n Eddy: The Mis-Edventures",2005,Platform,Midway Games,0.02,0.01,0.0,0.0,0.02,56.0,6.0,7.7,6.0,Artificial Mind and Movement,E
Egg Mania: Eggstreme Madness,2002,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01,64.0,7.0,8.0,4.0,Kemco,E
